subject_drug_drugbank_id,subject_drug_name,affected_drug_drugbank_id,affected_drug_name,summary,extended_description,severity,evidence_level,management
DB00501,Cimetidine,DB00331,Metformin,The serum concentration of Metformin can be increased when it is combined with Cimetidine.,"Cimetidine is both an inhibitor of OCT and MATE1, which are renal tubular cation transporters that play a role in the renal clearance of metformin.[A245628, A39209] Therefore, cimetidine may interfere with the renal elimination of metformin and increase the serum concentrations of metformin, which may result in an elevated risk for developing metformin-related adverse events, such as lactic acidosis.[L4330] In one study involving healthy subjects receiving two drugs together, a 60% increase in peak metformin plasma and whole blood concentrations, and a 40% increase in plasma and whole blood metformin AUC were observed.[L4330] In vitro studies demonstrated that the drug-drug interaction between two drugs is due to MATE1 inhibition by cimetidine.[A245628, A39209]",0,1,Consider the benefits and risks of concomitant use of two drugs and monitor for metformin-related adverse events.[L4330]
DB00047,Insulin glargine,DB15171,Tirzepatide,The risk or severity of hypoglycemia can be increased when Insulin glargine is combined with Tirzepatide.,"Tirzepatide is a blood glucose-lowering drug that is associated with a risk of hypoglycemia. Hypoglycemia is not an uncommon adverse effect of the drugs that work to lower blood glucose levels, including insulin drugs. Co-administering tirzepatide with insulin can result in an an additive risk for developing hypoglycemia.[L41815]",1,1,"When initiating tirzepatide, consider reducing the dose of concomitantly administered insulin.[L41815]"
DB01306,Insulin aspart,DB15171,Tirzepatide,The risk or severity of hypoglycemia can be increased when Insulin aspart is combined with Tirzepatide.,"Tirzepatide is a blood glucose-lowering drug that is associated with a risk of hypoglycemia. Hypoglycemia is not an uncommon adverse effect of the drugs that work to lower blood glucose levels, including insulin drugs. Co-administering tirzepatide with insulin can result in an an additive risk for developing hypoglycemia.[L41815]",1,1,"When initiating tirzepatide, consider reducing the dose of concomitantly administered insulin.[L41815]"
DB00047,Insulin glargine,DB01306,Insulin aspart,The risk or severity of hypoglycemia can be increased when Insulin glargine is combined with Insulin aspart.,"The use of insulin and other antidiabetic agents concomitantly can have an additive effect in lowering blood glucose, thus increasing the risk of hypoglycemia.[L42375]",1,1,Dosage reductions and increased frequency of glucose monitoring may be required when insulin detemir is co administered with these drugs.[L42375]
DB01261,Sitagliptin,DB00047,Insulin glargine,The risk or severity of hypoglycemia can be increased when Sitagliptin is combined with Insulin glargine.,"The use of insulin and other antidiabetic agents concomitantly can have an additive effect in lowering blood glucose, thus increasing the risk of hypoglycemia.[L42375]",1,1,Dosage reductions and increased frequency of glucose monitoring may be required when insulin detemir is co administered with these drugs.[L42375]
DB01261,Sitagliptin,DB01306,Insulin aspart,The risk or severity of hypoglycemia can be increased when Sitagliptin is combined with Insulin aspart.,"The use of insulin and other antidiabetic agents concomitantly can have an additive effect in lowering blood glucose, thus increasing the risk of hypoglycemia.[L42375]",1,1,Dosage reductions and increased frequency of glucose monitoring may be required when insulin detemir is co administered with these drugs.[L42375]
DB13928,Semaglutide,DB00047,Insulin glargine,The risk or severity of hypoglycemia can be increased when Semaglutide is combined with Insulin glargine.,"The use of insulin and other antidiabetic agents concomitantly can have an additive effect in lowering blood glucose, thus increasing the risk of hypoglycemia.[L42375]",1,1,Dosage reductions and increased frequency of glucose monitoring may be required when insulin detemir is co administered with these drugs.[L42375]
DB13928,Semaglutide,DB01306,Insulin aspart,The risk or severity of hypoglycemia can be increased when Semaglutide is combined with Insulin aspart.,"The use of insulin and other antidiabetic agents concomitantly can have an additive effect in lowering blood glucose, thus increasing the risk of hypoglycemia.[L42375]",1,1,Dosage reductions and increased frequency of glucose monitoring may be required when insulin detemir is co administered with these drugs.[L42375]
DB09038,Empagliflozin,DB00047,Insulin glargine,The risk or severity of hypoglycemia can be increased when Empagliflozin is combined with Insulin glargine.,"The use of insulin and other antidiabetic agents concomitantly can have an additive effect in lowering blood glucose, thus increasing the risk of hypoglycemia.[L42375]",1,1,Dosage reductions and increased frequency of glucose monitoring may be required when insulin detemir is co administered with these drugs.[L42375]
DB09038,Empagliflozin,DB01306,Insulin aspart,The risk or severity of hypoglycemia can be increased when Empagliflozin is combined with Insulin aspart.,"The use of insulin and other antidiabetic agents concomitantly can have an additive effect in lowering blood glucose, thus increasing the risk of hypoglycemia.[L42375]",1,1,Dosage reductions and increased frequency of glucose monitoring may be required when insulin detemir is co administered with these drugs.[L42375]
DB00178,Ramipril,DB00047,Insulin glargine,The risk or severity of hypoglycemia can be increased when Ramipril is combined with Insulin glargine.,"ACE inhibitors were previously found to sensitize insulin effects.[A249960] Therefore, co-administration of ACE inhibitors and insulin can increase the effect of insulin, thus raising the risk of hypoglycemia.[L42375]",1,1,Dosage reductions and increased frequency of glucose monitoring may be required when LEVEMIR is co administered with these drugs.[L42375]
DB00178,Ramipril,DB01306,Insulin aspart,The risk or severity of hypoglycemia can be increased when Ramipril is combined with Insulin aspart.,"ACE inhibitors were previously found to sensitize insulin effects.[A249960] Therefore, co-administration of ACE inhibitors and insulin can increase the effect of insulin, thus raising the risk of hypoglycemia.[L42375]",1,1,Dosage reductions and increased frequency of glucose monitoring may be required when LEVEMIR is co administered with these drugs.[L42375]
DB00722,Lisinopril,DB00047,Insulin glargine,The risk or severity of hypoglycemia can be increased when Lisinopril is combined with Insulin glargine.,"ACE inhibitors were previously found to sensitize insulin effects.[A249960] Therefore, co-administration of ACE inhibitors and insulin can increase the effect of insulin, thus raising the risk of hypoglycemia.[L42375]",1,1,Dosage reductions and increased frequency of glucose monitoring may be required when LEVEMIR is co administered with these drugs.[L42375]
DB00722,Lisinopril,DB01306,Insulin aspart,The risk or severity of hypoglycemia can be increased when Lisinopril is combined with Insulin aspart.,"ACE inhibitors were previously found to sensitize insulin effects.[A249960] Therefore, co-administration of ACE inhibitors and insulin can increase the effect of insulin, thus raising the risk of hypoglycemia.[L42375]",1,1,Dosage reductions and increased frequency of glucose monitoring may be required when LEVEMIR is co administered with these drugs.[L42375]
DB00678,Losartan,DB00047,Insulin glargine,The risk or severity of hypoglycemia can be increased when Losartan is combined with Insulin glargine.,"Angiotensin II was previously implicated in the pathogenesis of insulin resistance. [A249990] Specifically, the use of angiotensin II receptor antagonists increases insulin sensitivity and glucose uptake in skeletal muscle cells.[A249990] However, due to this synergy, co-administration of angiotensin II receptor antagonist and insulin can increase the insulin response and thus leads to hypoglycemia.[L42375]",1,1,Dosage reductions and increased frequency of glucose monitoring may be required when LEVEMIR is co administered with these drugs. [L42375]
